brand,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty,total_storage_capacity,total_pixels,ppi
asus,39242,51,intel,core i3,8,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,129990,74,intel,core i7,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,True,14.0,2880,1800,windows,1.0,1024,5184000,242.5880862528841
asus,58990,62,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,True,14.0,1920,1200,windows,1.0,512,2304000,161.72539083525606
lenovo,22239,47,intel,celeron,2,2,8,SSD,256,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,256,2073600,141.21199808219862
hp,37490,64,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1366,768,windows,1.0,512,1049088,100.45466986113651
dell,55900,59,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
msi,61990,72,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
hp,145899,79,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,intel,integrated,True,16.0,3072,1920,windows,1.0,1024,5898240,226.4155471693585
hp,138511,72,intel,core i7,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,True,13.5,3000,2000,windows,1.0,1024,6000000,267.07787225659183
lenovo,21990,43,intel,celeron,2,2,8,SSD,256,No secondary storage,0,intel,integrated,False,15.6,1920,1080,dos,1.0,256,2073600,141.21199808219862
honor,43990,59,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
acer,45990,59,intel,core i5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
acer,32990,50,intel,core i3,8,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
acer,32090,44,intel,core i3,8,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
acer,184999,71,intel,core i9,24,32,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0,1024,4096000,188.67962264113208
acer,249990,77,intel,core i9,24,32,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0,1024,4096000,188.67962264113208
lenovo,21990,45,intel,celeron,2,2,4,SSD,256,No secondary storage,0,intel,integrated,False,14.0,1920,1080,dos,1.0,256,2073600,157.3505121487356
lenovo,45990,58,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1366,768,dos,1.0,512,1049088,111.93520355955211
lenovo,33490,56,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
lenovo,35890,56,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,79500,67,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,1024,2073600,141.21199808219862
fujitsu,56494,70,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,2.0,512,2073600,141.21199808219862
hp,43190,58,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
msi,43990,53,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
dell,119600,68,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,True,13.0,1920,1080,windows,1.0,512,2073600,169.45439769863833
acer,27990,52,amd,ryzen 3,4,8,8,SSD,256,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,256,2073600,141.21199808219862
lenovo,36490,60,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
msi,48990,54,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
lenovo,45990,66,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
lenovo,65999,55,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,dos,1.0,512,2073600,141.21199808219862
dell,87990,72,intel,core i7,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1080,windows,1.0,512,2073600,137.68169813014364
lenovo,33990,52,amd,ryzen 3,2,4,8,HDD,1024,No secondary storage,0,amd,integrated,False,14.0,1920,1080,dos,1.0,1024,2073600,157.3505121487356
asus,50785,59,amd,ryzen 5,4,8,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
hp,57990,59,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1366,768,windows,1.0,512,1049088,100.45466986113651
lenovo,146271,75,intel,core i7,12,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,3.0,1024,2304000,141.50971698084905
hp,32890,52,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1366,768,windows,1.0,512,1049088,111.93520355955211
lenovo,43500,54,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,dos,1.0,512,2073600,157.3505121487356
asus,61900,67,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,2880,1800,windows,1.0,512,5184000,242.5880862528841
hp,39551,43,other,other,8,0,8,SSD,256,No secondary storage,0,arm,integrated,True,13.3,1920,1080,chrome,1.0,256,2073600,165.6321180513006
hp,20990,37,intel,celeron,2,2,4,HDD,128,No secondary storage,0,intel,integrated,False,15.6,1366,768,chrome,1.0,128,1049088,100.45466986113651
lenovo,30990,50,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,dos,1.0,512,2073600,157.3505121487356
hp,26999,59,amd,ryzen 3,2,4,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
lenovo,32200,48,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,dos,1.0,512,2073600,141.21199808219862
asus,249990,89,intel,core i9,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0,1024,4096000,188.67962264113208
asus,44970,58,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
asus,45690,59,amd,ryzen 5,4,8,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
lenovo,59990,64,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,1024,2073600,141.21199808219862
msi,41990,60,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
hp,30999,47,amd,ryzen 3,2,4,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1366,768,dos,1.0,512,1049088,111.93520355955211
acer,76499,71,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
msi,37990,58,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
msi,47490,59,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
msi,92990,72,intel,core i7,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,False,13.3,1920,1200,windows,2.0,1024,2304000,170.23725351079585
msi,82990,74,intel,core i5,8,12,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2.0,1024,2073600,141.21199808219862
acer,29990,54,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,32190,53,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
asus,68990,72,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
lg,118499,72,intel,core i7,12,16,16,SSD,512,No secondary storage,0,intel,integrated,True,16.0,2560,1600,windows,1.0,512,4096000,188.67962264113208
msi,87391,67,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,2.0,1024,2304000,161.72539083525606
acer,68999,71,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
msi,50591,59,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
msi,60990,61,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
asus,279990,83,intel,core i9,24,32,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0,1024,4096000,188.67962264113208
msi,53990,58,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
msi,40990,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0,512,2073600,157.3505121487356
hp,154999,73,intel,core i7,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,True,13.5,3000,2000,windows,1.0,1024,6000000,267.07787225659183
asus,54990,68,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,True,14.0,1920,1200,windows,1.0,512,2304000,161.72539083525606
msi,119990,76,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2.0,1024,2073600,141.21199808219862
asus,77990,68,amd,ryzen 5,6,12,16,SSD,1024,No secondary storage,0,amd,integrated,False,14.0,2880,1800,windows,1.0,1024,5184000,242.5880862528841
asus,66990,65,amd,ryzen 5,6,12,16,SSD,1024,No secondary storage,0,amd,integrated,False,16.0,1920,1200,windows,1.0,1024,2304000,141.50971698084905
asus,59990,64,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,16.0,1920,1200,windows,1.0,512,2304000,141.50971698084905
acer,75500,67,amd,ryzen 7,8,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,65990,68,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
msi,91990,73,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2.0,512,2073600,141.21199808219862
asus,44990,59,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0,512,2073600,141.21199808219862
asus,67990,68,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,2560,1600,windows,1.0,512,4096000,215.6338544470081
hp,20990,37,intel,celeron,2,2,4,HDD,128,No secondary storage,0,intel,integrated,False,15.6,1366,768,chrome,1.0,128,1049088,100.45466986113651
